epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.56368258366218,6.884276182861328,0.196,0.8599999999809265
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.56368258366218,6.884276182861328,0.196,0.8599999999809265
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.56368258366218,6.884276182861328,0.196,0.8599999999809265
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.353122656161968,6.85656933380127,0.204,1.1179999999809265
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.353122656161968,6.85656933380127,0.204,1.1179999999809265
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.353122656161968,6.85656933380127,0.204,1.1179999999809265
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,5.227960403148945,6.810787703247071,0.354,1.651999999923706
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,5.227960403148945,6.810787703247071,0.354,1.651999999923706
epoch,train_loss,eval_loss,eval_top1,eval_top5
8,5.227960403148945,6.810787703247071,0.354,1.651999999923706
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,5.052162234599773,6.732649230651855,0.576,2.4800000010681154
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,5.052162234599773,6.732649230651855,0.576,2.4800000010681154
epoch,train_loss,eval_loss,eval_top1,eval_top5
9,5.052162234599773,6.732649230651855,0.576,2.4800000010681154
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.922804557360136,6.869274294433594,0.202,1.204
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.922804557360136,6.869274294433594,0.202,1.204
epoch,train_loss,eval_loss,eval_top1,eval_top5
0,6.922804557360136,6.869274294433594,0.202,1.204
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.6701132242496195,5.8531340985107425,3.8099999963378908,12.37
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.6701132242496195,5.8531340985107425,3.8099999963378908,12.37
epoch,train_loss,eval_loss,eval_top1,eval_top5
1,6.6701132242496195,5.8531340985107425,3.8099999963378908,12.37
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.412813718502338,5.14133854522705,10.426000000305176,25.961999997558593
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.412813718502338,5.14133854522705,10.426000000305176,25.961999997558593
epoch,train_loss,eval_loss,eval_top1,eval_top5
2,6.412813718502338,5.14133854522705,10.426000000305176,25.961999997558593
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,6.15045256798084,4.458896112670899,17.772000006103514,38.509999997558594
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,6.15045256798084,4.458896112670899,17.772000006103514,38.509999997558594
epoch,train_loss,eval_loss,eval_top1,eval_top5
3,6.15045256798084,4.458896112670899,17.772000006103514,38.509999997558594
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,5.8940715698095465,3.8785339684295654,25.25999999267578,48.86000002197266
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,5.8940715698095465,3.8785339684295654,25.25999999267578,48.86000002197266
epoch,train_loss,eval_loss,eval_top1,eval_top5
4,5.8940715698095465,3.8785339684295654,25.25999999267578,48.86000002197266
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,5.656866678824792,3.4669355932617187,30.956000007324217,56.11399998046875
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,5.656866678824792,3.4669355932617187,30.956000007324217,56.11399998046875
epoch,train_loss,eval_loss,eval_top1,eval_top5
5,5.656866678824792,3.4669355932617187,30.956000007324217,56.11399998046875
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.562213567587046,3.1784264887237548,36.122000004882814,61.77799999023438
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.562213567587046,3.1784264887237548,36.122000004882814,61.77799999023438
epoch,train_loss,eval_loss,eval_top1,eval_top5
6,5.562213567587046,3.1784264887237548,36.122000004882814,61.77799999023438
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.333151459693909,2.888771347808838,40.49600000366211,66.354
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.333151459693909,2.888771347808838,40.49600000366211,66.354
epoch,train_loss,eval_loss,eval_top1,eval_top5
7,5.333151459693909,2.888771347808838,40.49600000366211,66.354
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.92229989858774,6.869278336791992,0.212,1.236,0.118,0.596
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.92229989858774,6.869278336791992,0.212,1.236,0.118,0.596
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.92229989858774,6.869278336791992,0.212,1.236,0.118,0.596
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.9221598368424635,6.869268074493408,0.206,1.222,0.114,0.59
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.9221598368424635,6.869268074493408,0.206,1.222,0.114,0.59
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.9221598368424635,6.869268074493408,0.206,1.222,0.114,0.59
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
1,6.664217728834886,5.819554658966064,4.342000000610351,13.009999998779296,3.006000000457764,9.586000003051758
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
1,6.664217728834886,5.819554658966064,4.342000000610351,13.009999998779296,3.006000000457764,9.586000003051758
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
1,6.664217728834886,5.819554658966064,4.342000000610351,13.009999998779296,3.006000000457764,9.586000003051758
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
2,6.400472851899954,5.111264112091065,10.770000007324219,26.791999985351563,7.785999996337891,21.058000007324218
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
2,6.400472851899954,5.111264112091065,10.770000007324219,26.791999985351563,7.785999996337891,21.058000007324218
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
2,6.400472851899954,5.111264112091065,10.770000007324219,26.791999985351563,7.785999996337891,21.058000007324218
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
3,6.146742692360511,4.455421569519043,18.108000006103516,38.866000001220705,13.858000001831055,31.59600001464844
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
3,6.146742692360511,4.455421569519043,18.108000006103516,38.866000001220705,13.858000001831055,31.59600001464844
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
3,6.146742692360511,4.455421569519043,18.108000006103516,38.866000001220705,13.858000001831055,31.59600001464844
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
4,5.880998904888447,3.882608426437378,25.585999997558595,49.23600001220703,19.29800000061035,40.43599999267578
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
4,5.880998904888447,3.882608426437378,25.585999997558595,49.23600001220703,19.29800000061035,40.43599999267578
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
4,5.880998904888447,3.882608426437378,25.585999997558595,49.23600001220703,19.29800000061035,40.43599999267578
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
5,5.652697609021113,3.4355520806884767,31.758,56.966000024414065,23.812000021972658,46.95999998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
5,5.652697609021113,3.4355520806884767,31.758,56.966000024414065,23.812000021972658,46.95999998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
5,5.652697609021113,3.4355520806884767,31.758,56.966000024414065,23.812000021972658,46.95999998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
6,5.5509891876807576,3.158994508895874,36.384000017089846,62.05999999511719,27.470000014648438,52.18599999267578
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
6,5.5509891876807576,3.158994508895874,36.384000017089846,62.05999999511719,27.470000014648438,52.18599999267578
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
6,5.5509891876807576,3.158994508895874,36.384000017089846,62.05999999511719,27.470000014648438,52.18599999267578
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
7,5.334431244776799,2.8972804106140138,40.53399998413086,66.46799997558594,31.30399998046875,57.026
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
7,5.334431244776799,2.8972804106140138,40.53399998413086,66.46799997558594,31.30399998046875,57.026
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
7,5.334431244776799,2.8972804106140138,40.53399998413086,66.46799997558594,31.30399998046875,57.026
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
8,5.214334698823782,2.696946244354248,44.21799999511719,70.04400001220704,34.2039999975586,60.228000021972655
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
8,5.214334698823782,2.696946244354248,44.21799999511719,70.04400001220704,34.2039999975586,60.228000021972655
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
8,5.214334698823782,2.696946244354248,44.21799999511719,70.04400001220704,34.2039999975586,60.228000021972655
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
9,5.046311763616709,2.548129181289673,46.80999998779297,72.53999999511718,36.96799999633789,63.48799999023438
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
9,5.046311763616709,2.548129181289673,46.80999998779297,72.53999999511718,36.96799999633789,63.48799999023438
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
9,5.046311763616709,2.548129181289673,46.80999998779297,72.53999999511718,36.96799999633789,63.48799999023438
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
10,5.02614964888646,2.5091371910095215,48.14000000366211,73.80599999267578,38.529999998779296,64.84000000976563
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
10,5.02614964888646,2.5091371910095215,48.14000000366211,73.80599999267578,38.529999998779296,64.84000000976563
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
10,5.02614964888646,2.5091371910095215,48.14000000366211,73.80599999267578,38.529999998779296,64.84000000976563
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
11,4.910735708016616,2.2737414611816407,51.792,77.11200002929688,42.120000013427735,68.54000000488281
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
11,4.910735708016616,2.2737414611816407,51.792,77.11200002929688,42.120000013427735,68.54000000488281
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
11,4.910735708016616,2.2737414611816407,51.792,77.11200002929688,42.120000013427735,68.54000000488281
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
12,4.80320849785438,2.2266669578552247,52.844000034179686,77.84400000488282,43.43000000732422,69.61000001708985
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
12,4.80320849785438,2.2266669578552247,52.844000034179686,77.84400000488282,43.43000000732422,69.61000001708985
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
12,4.80320849785438,2.2266669578552247,52.844000034179686,77.84400000488282,43.43000000732422,69.61000001708985
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
13,4.683798647843874,2.118229644241333,55.14999998779297,79.6000000024414,45.619999987792966,71.74599998535156
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
13,4.683798647843874,2.118229644241333,55.14999998779297,79.6000000024414,45.619999987792966,71.74599998535156
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
13,4.683798647843874,2.118229644241333,55.14999998779297,79.6000000024414,45.619999987792966,71.74599998535156
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
14,4.623796481352586,2.052382178840637,56.485999997558594,80.62000002685546,47.617999986572265,73.51399999511719
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
14,4.623796481352586,2.052382178840637,56.485999997558594,80.62000002685546,47.617999986572265,73.51399999511719
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
14,4.623796481352586,2.052382178840637,56.485999997558594,80.62000002685546,47.617999986572265,73.51399999511719
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
15,4.607823747854966,1.9751113428115845,57.77799998291015,81.70599998046875,48.66200003417969,74.65199997314453
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
15,4.607823747854966,1.9751113428115845,57.77799998291015,81.70599998046875,48.66200003417969,74.65199997314453
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
15,4.607823747854966,1.9751113428115845,57.77799998291015,81.70599998046875,48.66200003417969,74.65199997314453
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
16,4.618867438573104,1.950562149963379,58.454000021972654,82.16400003662109,49.64200002441406,75.2500000048828
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
16,4.618867438573104,1.950562149963379,58.454000021972654,82.16400003662109,49.64200002441406,75.2500000048828
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
16,4.618867438573104,1.950562149963379,58.454000021972654,82.16400003662109,49.64200002441406,75.2500000048828
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
17,4.549406996140113,1.889722011756897,59.85400000976563,83.15599998535156,51.44000000488281,76.85000005126953
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
17,4.549406996140113,1.889722011756897,59.85400000976563,83.15599998535156,51.44000000488281,76.85000005126953
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
17,4.549406996140113,1.889722011756897,59.85400000976563,83.15599998535156,51.44000000488281,76.85000005126953
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
18,4.455436082986685,1.8476144401550294,60.336,83.55199998046875,52.15599997314453,77.42000004394531
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
18,4.455436082986685,1.8476144401550294,60.336,83.55199998046875,52.15599997314453,77.42000004394531
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
18,4.455436082986685,1.8476144401550294,60.336,83.55199998046875,52.15599997314453,77.42000004394531
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
19,4.419790877745702,1.85838643951416,61.02600000732422,84.09000002685546,52.82800002441406,78.22799999511719
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
19,4.419790877745702,1.85838643951416,61.02600000732422,84.09000002685546,52.82800002441406,78.22799999511719
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
19,4.419790877745702,1.85838643951416,61.02600000732422,84.09000002685546,52.82800002441406,78.22799999511719
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
20,4.430472121788905,1.8045478692245482,61.14999999023438,84.39400003417968,53.29800000732422,78.50000002685547
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
20,4.430472121788905,1.8045478692245482,61.14999999023438,84.39400003417968,53.29800000732422,78.50000002685547
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
20,4.430472121788905,1.8045478692245482,61.14999999023438,84.39400003417968,53.29800000732422,78.50000002685547
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
21,4.342920981920683,1.7891622005844117,61.57199997558594,84.596,54.33999999511719,79.25600003417969
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
21,4.342920981920683,1.7891622005844117,61.57199997558594,84.596,54.33999999511719,79.25600003417969
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
21,4.342920981920683,1.7891622005844117,61.57199997558594,84.596,54.33999999511719,79.25600003417969
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
22,4.386382772372319,1.8226876070022584,62.30399997802734,84.86600002441406,55.24800001464844,79.73000003662109
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
22,4.386382772372319,1.8226876070022584,62.30399997802734,84.86600002441406,55.24800001464844,79.73000003662109
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
22,4.386382772372319,1.8226876070022584,62.30399997802734,84.86600002441406,55.24800001464844,79.73000003662109
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
23,4.350435522886423,1.721602691116333,63.01800002929688,85.38199997802734,55.856,80.43399999755859
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
23,4.350435522886423,1.721602691116333,63.01800002929688,85.38199997802734,55.856,80.43399999755859
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
23,4.350435522886423,1.721602691116333,63.01800002929688,85.38199997802734,55.856,80.43399999755859
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
24,4.259067567495199,1.7183427059936522,63.204,85.80999999511718,56.40200001220703,81.15599998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
24,4.259067567495199,1.7183427059936522,63.204,85.80999999511718,56.40200001220703,81.15599998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
24,4.259067567495199,1.7183427059936522,63.204,85.80999999511718,56.40200001220703,81.15599998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
25,4.322502457178556,1.6973803499221802,63.52399999267578,86.01800003662109,56.98400001464844,81.33599998535156
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
25,4.322502457178556,1.6973803499221802,63.52399999267578,86.01800003662109,56.98400001464844,81.33599998535156
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
25,4.322502457178556,1.6973803499221802,63.52399999267578,86.01800003662109,56.98400001464844,81.33599998535156
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
26,4.38863528233308,1.7190105810546874,63.64800004394531,86.22799999267578,57.2380000390625,81.78599998535157
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
26,4.38863528233308,1.7190105810546874,63.64800004394531,86.22799999267578,57.2380000390625,81.78599998535157
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
26,4.38863528233308,1.7190105810546874,63.64800004394531,86.22799999267578,57.2380000390625,81.78599998535157
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
27,4.345857808223138,1.6697962731552125,64.3980000024414,86.174,57.88800002197266,81.83600001220704
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
27,4.345857808223138,1.6697962731552125,64.3980000024414,86.174,57.88800002197266,81.83600001220704
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
27,4.345857808223138,1.6697962731552125,64.3980000024414,86.174,57.88800002197266,81.83600001220704
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
28,4.2822235593428974,1.692435863494873,64.16799998535156,86.1479999975586,58.09000000244141,82.23199998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
28,4.2822235593428974,1.692435863494873,64.16799998535156,86.1479999975586,58.09000000244141,82.23199998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
28,4.2822235593428974,1.692435863494873,64.16799998535156,86.1479999975586,58.09000000244141,82.23199998779297
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.9225093126297,6.869364211730957,0.2,1.218,0.116,0.598
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.9225093126297,6.869364211730957,0.2,1.218,0.116,0.598
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,6.9225093126297,6.869364211730957,0.2,1.218,0.116,0.598
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
29,4.252079688585722,1.6992864220428467,64.59400002929688,86.59399999511719,58.67599999511719,82.73800003417969
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
29,4.252079688585722,1.6992864220428467,64.59400002929688,86.59399999511719,58.67599999511719,82.73800003417969
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
29,4.252079688585722,1.6992864220428467,64.59400002929688,86.59399999511719,58.67599999511719,82.73800003417969
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
30,4.233269865696247,1.6789621139144897,65.02599998535156,86.9959999609375,59.25000002929688,83.16199997802734
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
30,4.233269865696247,1.6789621139144897,65.02599998535156,86.9959999609375,59.25000002929688,83.16199997802734
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
30,4.233269865696247,1.6789621139144897,65.02599998535156,86.9959999609375,59.25000002929688,83.16199997802734
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
31,4.198288711217733,1.6486338906860352,64.99799996582031,86.91600001953125,59.207999995117184,83.11399998046875
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
31,4.198288711217733,1.6486338906860352,64.99799996582031,86.91600001953125,59.207999995117184,83.11399998046875
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
31,4.198288711217733,1.6486338906860352,64.99799996582031,86.91600001953125,59.207999995117184,83.11399998046875
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,13.389587334224156,5.238730277709961,71.15799997558594,88.55000004882812,0.196,0.812
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,13.389587334224156,5.238730277709961,71.15799997558594,88.55000004882812,0.196,0.812
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
0,13.389587334224156,5.238730277709961,71.15799997558594,88.55000004882812,0.196,0.812
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
32,4.282655229935279,1.6478770681381225,65.2640000390625,87.05600001464843,59.632000009765626,83.52199997802734
epoch,train_loss,eval_loss,eval_top1,eval_top5,eval_top1_adjoint,eval_top5_adjoint
